id_ingrediente,energia_kcal,agua_g,alcohol_g,proteinas_g,hidratos_carbono_g,almidon_g,azucares_sencillos_g,azucares_libres_g,fibra_vegetal_g,grasa_total_g,ags_g,agm_g,agp_g,colesterol_mg,vitamina_a_eq_retinol_ug,retinol_ug,carotenoides_eq_beta_caroteno_ug,vit_d_ug,vit_e_eq_alpha_tocoferol_mg,vit_k_ug,vitamina_b1_mg,vitamina_b2_mg,eq_niacina_mg,vit_b6_mg,eq_folato_dietetico_ug,vit_b12_ug,pantotenico_mg,biotina_ug,vit_c_mg,calcio_mg,fosforo_mg,hierro_mg,iodo_ug,cinc_mg,magnesio_mg,sodio_mg,potasio_mg,manganeso_mg,cobre_mg,selenio_ug,omega3_g,tipo_omega3,grasas_trans_g,polifenoles_mg,probioticos_billones_ufc
137,251.0,37.2,0.0,0.45,60.9,0.0,60.9,24.4,1.2,0.3,0.015,0.17,0.0,0.0,10.0,0.0,60.0,0.0,0.16,0.5,0.009,0.015,0.1,0.02,30.0,0.0,0.02,0.0,2.7,20.0,16.0,0.49,2.7,0.06,4.0,7.0,56.0,0.04,0.1,2.0,0.0,N/A,0.0,30.0,0.0
138,255.0,36.1,0.0,0.31,62.6,0.0,62.6,25.0,0.8,0.2,0.01,0.11,0.0,0.0,10.0,0.0,60.0,0.0,0.16,0.5,0.01,0.014,0.1,0.02,50.9,0.0,0.02,0.0,49.2,20.0,10.0,0.49,2.7,0.06,4.0,5.0,59.0,0.04,0.1,2.0,0.0,N/A,0.0,30.0,0.0
139,33.0,90.6,0.0,0.7,6.4,0.0,6.4,2.6,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.02,0.02,0.1,0.05,50.9,0.0,0.02,0.0,49.2,20.6,21.3,0.57,2.7,0.07,10.7,47.0,123.0,0.04,0.1,2.0,0.0,N/A,0.0,30.0,0.0
140,239.0,40.8,0.0,0.5,58.7,6.7,52.0,23.5,1.1,0.0,0.0,0.0,0.0,0.0,20.4,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,30.0,0.0
141,234.0,41.4,0.0,0.38,58.0,1.0,57.0,23.2,0.2,0.0,0.0,0.0,0.0,0.0,3.2,0.0,19.1,0.0,0.06,0.0,0.005,0.006,0.14,0.014,9.0,0.0,0.015,0.0,4.0,32.0,4.5,0.15,2.7,0.04,2.0,11.0,53.0,0.02,0.09,0.6,0.0,N/A,0.0,30.0,0.0
142,197.0,49.0,0.0,0.56,48.0,0.7,47.3,19.2,0.61,0.14,0.025,0.016,0.066,0.0,133.0,0.0,795.0,0.0,0.56,3.5,0.045,0.025,0.56,0.082,17.5,0.0,0.18,0.99,17.8,7.4,15.3,0.53,14.0,0.13,57.0,7.0,155.0,0.071,0.052,0.86,0.0,N/A,0.0,30.0,0.0
143,283.0,26.2,0.0,3.4,62.6,0.35,53.4,0.0,7.3,0.51,0.017,0.074,0.074,0.0,361.0,0.0,2163.0,0.0,4.3,3.1,0.015,0.074,2.9,0.14,10.0,0.0,0.52,0.0,1.0,55.0,71.0,2.7,1.0,0.39,32.0,10.0,1162.0,0.24,0.34,2.2,0.01,ALA,0.0,150.0,0.0
144,219.0,35.0,0.0,2.2,42.4,0.0,42.4,0.0,17.8,0.52,0.041,0.34,0.11,0.0,78.2,0.0,469.0,0.0,2.3,59.5,0.15,0.12,1.9,0.15,4.0,0.0,0.46,0.0,2.0,41.0,73.0,2.3,1.0,0.4,27.0,8.0,824.0,0.22,0.4,2.7,0.01,ALA,0.0,250.0,0.0
145,633.0,12.3,0.0,5.6,6.4,0.0,6.4,0.0,13.7,62.0,53.4,3.5,1.5,0.0,0.0,0.0,0.0,0.0,1.3,0.3,0.03,0.05,2.0,0.09,9.0,0.0,0.5,0.0,1.0,23.0,160.0,3.6,3.0,0.9,90.0,28.0,660.0,1.8,0.55,3.0,0.0,N/A,0.0,15.0,0.0
146,289.0,23.9,0.0,1.9,65.1,0.0,65.1,0.0,8.7,0.45,0.15,0.15,0.03,0.0,5.7,0.0,34.0,0.0,0.05,2.7,0.06,0.08,2.3,0.16,21.0,0.0,0.8,0.0,3.0,63.0,57.0,1.9,1.0,0.3,50.0,8.0,650.0,0.15,0.29,3.0,0.01,ALA,0.0,220.0,0.0
147,305.0,21.2,0.0,2.5,69.3,0.0,69.3,0.0,6.5,0.5,0.16,0.14,0.14,0.0,5.0,0.0,30.0,0.0,0.12,3.5,0.12,0.055,0.68,0.25,10.0,0.0,0.15,2.0,1.0,80.0,111.0,2.3,2.0,0.25,41.0,21.0,782.0,0.46,0.37,7.3,0.01,ALA,0.0,230.0,0.0
148,233.0,67.9,0.0,1.9,0.4,0.0,0.4,0.0,6.3,23.5,1.9,15.5,1.9,0.0,19.3,0.0,116.0,0.0,1.3,19.0,0.08,0.15,1.4,0.36,30.0,0.0,1.1,10.0,6.0,12.0,43.0,0.49,1.0,0.4,30.0,4.7,487.0,0.2,0.23,0.4,0.11,ALA,0.0,45.0,0.0
149,41.4,88.9,0.0,0.88,8.5,0.0,8.5,0.0,1.5,0.1,0.01,0.04,0.02,0.0,26.0,0.0,156.0,0.0,0.5,3.3,0.04,0.053,0.65,0.07,5.0,0.0,0.27,0.0,6.0,16.0,21.0,0.65,0.5,0.14,11.0,2.0,279.0,0.16,0.13,1.3,0.0,N/A,0.0,85.0,0.0
150,42.1,87.8,0.0,0.63,6.1,0.0,6.1,0.0,4.9,0.6,0.0,0.0,0.0,0.0,34.0,0.0,204.0,0.0,1.9,12.0,0.02,0.02,0.09,0.06,10.0,0.0,0.16,1.1,22.0,10.0,13.0,0.74,1.0,0.13,2.4,1.0,78.0,4.2,0.077,0.1,0.06,ALA,0.0,350.0,0.0
151,74.2,80.5,0.0,0.63,16.0,0.0,16.0,0.0,2.5,0.3,0.049,0.094,0.062,0.0,267.0,0.0,1600.0,0.0,0.59,2.6,0.024,0.03,0.28,0.1,7.0,0.0,0.16,0.0,16.0,8.0,25.0,0.37,3.0,0.038,8.0,4.0,178.0,0.047,0.02,0.6,0.0,N/A,0.0,60.0,0.0
152,31.0,91.0,0.0,0.5,6.3,0.3,6.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,31.0,0.0,188.0,0.0,0.5,0.0,0.03,0.03,0.47,0.1,0.0,0.0,0.0,0.0,23.0,4.0,15.0,0.5,0.0,0.1,8.0,3.0,158.0,0.0,0.0,0.0,0.01,ALA,0.0,130.0,0.0
153,62.1,84.2,0.0,0.88,13.3,0.0,13.3,0.0,1.3,0.31,0.07,0.084,0.093,0.0,2.8,0.0,16.5,0.0,0.13,1.5,0.039,0.042,0.33,0.045,52.0,0.0,0.19,0.4,15.0,17.0,23.0,0.35,1.2,0.087,13.0,2.7,234.0,0.084,0.099,1.2,0.01,ALA,0.0,150.0,0.0
154,72.7,81.6,0.0,1.3,14.1,0.0,14.1,0.0,2.4,0.7,0.2,0.1,0.3,0.0,9.8,0.0,58.8,0.0,0.01,0.0,0.07,0.11,1.2,0.03,12.5,0.0,0.24,0.0,14.2,21.2,21.0,0.43,1.5,0.11,17.3,4.0,382.0,0.083,0.073,0.0,0.01,ALA,0.0,45.0,0.0
155,48.1,87.4,0.0,0.63,10.2,0.0,10.2,0.0,1.6,0.17,0.022,0.052,0.078,0.0,23.2,0.0,139.0,0.0,0.86,8.3,0.072,0.043,1.3,0.045,2.0,0.0,0.18,0.1,5.4,8.3,17.0,0.26,1.4,0.093,7.9,1.7,177.0,0.068,0.071,0.59,0.01,ALA,0.0,125.0,0.0
156,384.0,45.1,0.0,4.6,4.8,0.0,4.8,0.0,9.0,36.5,31.8,2.2,0.68,0.0,0.0,0.0,0.0,0.0,0.73,0.2,0.061,0.008,1.2,0.06,30.0,0.0,0.2,0.0,2.0,20.0,94.0,2.3,1.2,0.79,39.0,35.0,379.0,1.3,0.44,10.1,0.0,N/A,0.0,15.0,0.0
157,36.9,88.8,0.0,1.3,4.9,0.0,4.9,0.0,4.7,0.3,0.01,0.03,0.2,0.0,3.8,0.0,22.5,0.0,0.91,10.0,0.023,0.05,0.78,0.06,30.0,0.0,0.3,1.9,25.0,40.0,44.0,1.0,3.0,0.36,30.0,1.3,200.0,0.38,0.093,1.3,0.12,ALA,0.0,280.0,0.0
,32,91.6,0.0,0.81,5.5,0.0,5.5,0.0,1.7,0.4,0.032,0.063,0.24,0.0,3.0,0.0,18.0,0.0,0.23,5.5,0.031,0.054,0.79,0.06,61.6,0.0,0.34,4.0,54.9,21.5,26.0,0.46,2.7,0.22,13.3,1.4,161.0,0.39,0.046,1.3,0.02,ALA,0.0,225.0,0.0
159,77.2,80.4,0.0,0.69,16.1,0.0,16.1,0.0,2.3,0.6,0.076,0.09,0.13,0.0,6.7,0.0,40.0,0.0,0.55,4.6,0.05,0.02,0.3,0.2,29.0,0.0,0.6,0.0,7.0,8.0,17.0,0.5,0.0,0.23,3.0,2.5,238.0,0.13,0.12,0.6,0.01,ALA,0.0,250.0,0.0
160,45.2,85.6,0.0,1.3,6.1,0.0,6.1,0.0,6.8,0.22,0.026,0.025,0.11,0.0,13.5,0.0,81.0,0.0,1.9,30.0,0.051,0.044,0.4,0.08,8.8,0.0,0.4,2.4,177.0,46.0,40.0,1.3,1.0,0.25,17.0,1.7,303.0,0.35,0.1,1.7,0.04,ALA,0.0,350.0,0.0
161,32.4,90.4,0.0,1.1,4.8,0.0,4.8,0.0,3.5,0.2,0.039,0.029,0.073,0.0,4.2,0.0,25.0,0.0,0.72,11.0,0.04,0.03,0.3,0.045,11.0,0.0,0.06,2.6,36.0,29.0,27.0,0.91,1.0,0.24,13.0,1.6,257.0,0.24,0.14,1.3,0.04,ALA,0.0,300.0,0.0
162,41.6,87.6,0.0,0.88,5.8,0.0,5.8,0.0,5.2,0.5,0.14,0.045,0.21,0.0,122.0,0.0,733.0,0.0,1.1,2.6,0.03,0.04,1.1,0.14,14.0,0.0,0.15,0.0,273.0,17.0,31.0,0.75,0.0,0.56,13.0,4.0,290.0,0.1,0.1,0.5,0.11,ALA,0.0,126.4,0.0
163,65.3,83.3,0.0,1.3,12.9,0.0,12.9,0.0,2.0,0.5,0.089,0.098,0.21,0.0,8.0,0.0,48.0,0.0,0.89,4.7,0.046,0.05,0.64,0.11,6.7,0.0,0.3,0.0,2.7,54.0,32.0,0.6,1.5,0.24,20.0,1.3,248.0,0.043,0.081,1.6,0.0,N/A,0.0,85.0,0.0
164,51.8,87.0,0.0,1.0,9.1,0.0,9.1,0.0,2.1,0.8,0.1,0.1,0.4,0.0,6.2,0.0,37.3,0.0,0.93,3.3,0.02,0.04,0.6,0.12,26.8,0.0,0.18,0.0,43.1,34.1,32.0,0.37,0.33,0.16,14.9,4.0,290.0,0.1,0.13,0.6,0.04,ALA,0.0,65.0,0.0
165,17.0,94.6,0.0,0.5,1.9,0.0,1.9,0.0,2.8,0.2,0.022,0.019,0.055,0.0,1.7,0.0,10.0,0.0,0.8,0.6,0.021,0.02,0.25,0.04,10.0,0.0,0.2,0.0,44.0,13.0,11.0,0.2,1.5,0.11,8.0,2.0,82.0,0.008,0.065,0.4,0.01,ALA,0.0,45.0,0.0
166,27.7,91.2,0.0,0.69,3.2,0.0,3.2,0.0,4.7,0.3,0.039,0.011,0.089,0.0,0.57,0.0,3.4,0.0,0.8,0.2,0.051,0.02,0.27,0.06,6.3,0.0,0.23,0.5,51.0,11.0,16.0,0.45,1.5,0.11,28.0,1.9,170.0,0.042,0.13,1.0,0.01,ALA,0.0,50.0,0.0
167,76.7,80.4,0.0,0.9,16.8,0.0,16.8,0.0,1.6,0.3,0.068,0.082,0.094,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.05,0.05,0.6,0.05,70.0,0.0,0.0,0.0,39.0,9.3,33.0,0.35,0.0,0.21,11.0,2.5,185.0,0.1,0.2,0.6,0.0,N/A,0.0,40.0,0.0
168,44.7,88.2,0.0,0.63,9.2,0.0,9.2,0.0,1.8,0.2,0.022,0.034,0.037,0.0,65.0,0.0,390.0,0.0,0.29,0.0,0.06,0.03,0.41,0.08,21.8,0.0,0.2,0.45,32.0,34.5,20.0,0.3,0.0,0.09,10.9,1.1,150.0,0.037,0.056,2.4,0.01,ALA,0.0,85.0,0.0
169,54.1,85.9,0.0,0.31,11.4,0.6,10.8,0.0,2.0,0.36,0.058,0.15,0.11,0.0,3.0,0.0,18.0,0.0,0.36,3.7,0.035,0.032,0.13,0.06,5.8,0.0,0.061,1.2,12.4,5.5,11.0,0.56,1.1,0.13,5.6,1.2,120.0,0.045,0.052,1.4,0.01,ALA,0.0,136.0,0.0
170,54.2,86.3,0.0,2.4,9.5,0.0,9.5,0.0,1.5,0.4,0.1,0.1,0.11,0.0,109.0,0.0,653.0,0.0,0.2,0.7,0.02,0.1,1.9,0.0,29.0,0.0,0.0,0.0,24.0,17.0,57.0,1.3,0.0,0.65,29.0,19.0,267.0,0.46,0.16,0.2,0.02,ALA,0.0,55.0,0.0
171,50.8,86.6,0.0,1.0,10.3,0.0,10.3,0.0,1.9,0.2,0.018,0.061,0.079,0.0,17.7,0.0,106.0,0.0,0.57,2.3,0.02,0.04,1.0,0.02,2.7,0.0,0.17,1.9,8.9,8.0,21.0,0.42,2.4,0.09,8.8,1.3,194.0,0.1,0.067,1.2,0.0,N/A,0.0,70.0,0.0
172,55.5,85.9,0.0,0.88,12.4,0.0,12.4,0.0,0.73,0.1,0.026,0.013,0.015,0.0,112.0,0.0,671.0,0.0,0.14,0.52,0.05,0.01,0.66,0.06,2.7,0.0,0.13,0.0,32.1,15.6,17.0,0.35,0.55,0.29,11.8,17.0,310.0,0.043,0.046,0.5,0.0,N/A,0.0,25.0,0.0
173,47.3,85.8,0.0,0.44,7.3,0.0,7.3,0.0,5.9,0.5,0.037,0.15,0.2,0.0,5.5,0.0,33.0,0.0,0.89,0.0,0.03,0.03,0.2,0.04,3.0,0.0,0.081,0.0,13.0,10.0,19.0,0.6,0.0,0.2,8.2,2.0,183.0,0.02,0.1,0.6,0.0,N/A,0.0,110.0,0.0
174,45.0,88.4,0.0,1.2,6.2,0.0,6.2,0.0,3.2,1.0,0.0,0.4,0.4,0.0,45.0,0.0,270.0,0.0,0.72,10.0,0.03,0.04,0.6,0.05,34.0,0.0,0.22,0.4,17.0,44.0,30.0,0.9,0.4,0.19,30.0,2.4,190.0,0.89,0.11,0.0,0.08,ALA,0.0,320.0,0.0
175,45.5,87.7,0.0,0.87,8.9,0.0,8.9,0.0,2.3,0.2,0.028,0.055,0.076,0.0,33.5,0.0,201.0,0.0,0.81,3.8,0.08,0.04,0.48,0.06,38.7,0.0,0.37,1.0,50.6,41.0,20.0,0.49,2.1,0.15,15.2,1.4,165.0,0.035,0.053,1.2,0.01,ALA,0.0,85.0,0.0
176,49.7,86.6,0.0,0.9,10.2,0.0,10.2,0.0,2.2,0.1,0.011,0.033,0.049,0.0,8.7,0.0,52.0,0.0,0.5,3.0,0.02,0.04,0.8,0.03,9.0,0.0,0.16,0.2,37.0,7.0,22.0,0.4,3.0,0.1,10.0,1.0,170.0,0.1,0.06,1.0,0.0,N/A,0.0,65.0,0.0
177,42.6,88.6,0.0,0.56,8.6,0.0,8.6,0.0,2.1,0.2,0.043,0.0091,0.1,0.0,133.0,0.0,800.0,0.0,0.89,3.3,0.02,0.03,0.35,0.02,23.0,0.0,0.27,0.0,4.0,19.0,23.0,0.3,1.0,0.05,10.0,4.0,263.0,0.15,0.04,0.5,0.01,ALA,0.0,50.0,0.0
178,35.0,90.4,0.0,0.5,7.1,0.0,7.1,0.0,1.9,0.09,0.027,0.025,0.02,0.0,153.0,0.0,915.0,0.0,1.1,2.6,0.03,0.039,0.41,0.03,38.0,0.0,0.22,0.0,80.0,21.0,13.0,0.42,1.0,0.16,11.0,3.0,200.0,0.023,0.032,0.6,0.01,ALA,0.0,45.0,0.0
179,49.4,86.7,0.0,0.43,10.6,0.0,10.6,0.0,2.2,0.1,0.014,0.022,0.044,0.0,2.7,0.0,16.2,0.0,0.89,4.9,0.02,0.03,0.2,0.02,3.0,0.0,0.062,0.1,5.2,9.6,13.0,0.3,2.1,0.23,8.4,2.1,116.0,0.059,0.077,0.59,0.01,ALA,0.0,65.0,0.0
180,50.8,86.9,0.0,0.44,10.4,0.0,10.4,0.0,1.9,0.4,0.0,0.1,0.1,0.0,6.1,0.0,36.8,0.0,0.13,0.1,0.08,0.03,0.39,0.076,5.0,0.0,0.16,0.3,15.0,14.5,10.0,0.41,4.3,0.13,16.9,2.1,175.0,0.32,0.061,0.55,0.02,ALA,0.0,45.0,0.0
181,95.2,75.3,0.0,1.1,20.8,3.2,17.6,0.0,2.6,0.27,0.12,0.04,0.09,0.0,38.0,0.0,228.0,0.0,0.23,0.26,0.05,0.07,0.98,0.36,20.0,0.0,0.23,2.6,11.5,7.3,23.0,0.59,2.4,0.21,36.4,1.0,370.0,0.29,0.11,1.4,0.03,ALA,0.0,20.0,0.0
182,141.0,64.1,0.0,1.3,31.9,16.9,15.0,0.0,2.3,0.37,0.14,0.032,0.069,0.0,149.0,0.0,895.0,0.0,0.14,0.0,0.052,0.054,0.69,0.3,22.0,0.0,0.0,0.0,18.4,3.0,34.0,0.6,0.0,0.14,37.0,4.0,499.0,0.0,0.0,1.5,0.03,ALA,0.0,25.0,0.0
183,36.7,90.2,0.0,0.63,7.4,0.0,7.4,0.0,1.6,0.15,0.035,0.029,0.056,0.0,219.0,0.0,1313.0,0.0,0.3,0.0,0.048,0.024,0.37,0.03,14.0,0.0,0.27,0.35,36.0,23.0,16.0,0.17,1.3,0.066,9.6,1.1,148.0,0.026,0.037,1.0,0.01,ALA,0.0,70.0,0.0
184,28.4,93.1,0.0,0.63,5.6,0.0,5.6,0.0,0.4,0.3,0.1,0.0,0.1,0.0,35.4,0.0,212.0,0.0,0.11,0.2,0.03,0.03,0.24,0.07,4.6,0.0,0.21,1.0,6.3,6.7,9.0,0.29,1.5,0.19,9.2,2.0,100.0,0.035,0.029,0.4,0.0,N/A,0.0,20.0,0.0
185,277.0,29.0,0.0,2.8,62.5,5.1,57.4,0.0,5.1,0.6,0.27,0.18,0.06,0.0,2.0,0.0,12.0,0.0,0.1,0.0,0.43,0.15,1.9,0.07,14.0,0.0,0.0,0.0,3.5,74.0,113.0,2.8,0.0,0.1,92.0,28.0,628.0,0.0,0.0,1.3,0.0,N/A,0.0,45.0,0.0
186,70.3,82.2,0.0,0.72,16.1,0.0,16.1,0.0,0.8,0.16,0.054,0.007,0.048,0.0,6.6,0.0,39.5,0.0,0.94,14.6,0.05,0.03,0.37,0.11,20.0,0.0,0.05,0.0,3.0,17.0,22.0,0.6,2.0,0.2,10.0,2.0,250.0,0.07,0.13,0.1,0.01,ALA,0.0,140.0,0.0
187,67.1,83.2,0.0,0.72,15.5,0.0,15.5,0.0,0.4,0.16,0.054,0.007,0.048,0.0,6.6,0.0,39.5,0.0,0.7,14.6,0.04,0.02,0.37,0.16,27.0,0.0,0.05,0.0,4.0,4.0,16.0,0.3,2.0,0.6,4.0,2.0,320.0,0.07,0.13,0.1,0.01,ALA,0.0,184.9,0.0
188,610.0,5.7,0.0,18.7,5.4,2.1,3.3,0.0,13.5,54.1,4.1,33.1,12.9,0.0,20.0,0.0,120.0,0.0,26.2,3.0,0.22,0.62,5.5,0.16,45.0,0.0,0.44,64.0,0.0,252.0,454.0,4.1,2.0,3.2,270.0,14.0,835.0,1.9,0.85,3.5,0.01,ALA,0.0,150.0,0.0
189,661.0,5.3,0.0,12.0,10.5,3.4,7.1,0.0,8.2,61.6,4.1,45.9,8.6,0.0,4.8,0.0,29.0,0.0,26.2,9.0,0.39,0.21,3.8,0.59,71.0,0.0,1.2,76.0,3.0,226.0,333.0,3.8,1.5,2.1,156.0,6.0,636.0,5.7,1.3,4.5,0.02,ALA,0.0,290.0,0.0
190,661.0,5.3,0.0,12.0,10.5,3.4,7.1,0.0,8.2,61.6,4.1,45.9,8.6,0.0,4.8,0.0,29.0,0.0,26.2,9.0,0.39,0.21,3.8,0.59,71.0,0.0,1.2,76.0,3.0,226.0,333.0,3.8,1.5,2.1,156.0,6.0,636.0,5.7,1.3,4.5,0.02,ALA,0.0,290.0,0.0
191,563.0,10.8,0.0,25.2,7.9,3.9,4.0,0.0,8.1,46.0,8.7,22.0,13.2,0.0,0.33,0.0,2.0,0.0,10.9,2.0,0.9,0.16,18.4,0.44,110.0,0.0,2.7,3.4,0.0,60.0,430.0,2.5,13.0,3.5,210.0,2.0,670.0,1.6,0.76,7.2,0.0,N/A,0.0,60.0,0.0
192,627.0,1.7,0.0,24.5,8.9,4.0,4.9,0.0,8.4,53.0,9.5,24.2,16.5,0.0,0.0,0.0,0.0,0.0,7.4,26.0,0.18,0.1,17.5,0.3,52.0,0.0,1.7,107.0,0.0,37.0,410.0,1.3,19.0,2.9,180.0,400.0,810.0,119.0,0.54,4.0,0.0,N/A,0.0,40.0,0.0
193,563.0,10.6,0.0,25.2,7.9,3.9,4.0,0.0,8.1,46.0,8.7,22.0,13.2,0.0,0.33,0.0,2.0,0.0,10.9,26.0,0.9,0.16,18.4,0.44,110.0,0.0,2.7,3.4,0.0,60.0,430.0,2.5,13.0,3.5,210.0,2.0,670.0,1.6,0.76,7.2,0.0,N/A,0.0,60.0,0.0
194,190.0,52.0,0.0,2.7,36.5,24.2,12.3,0.0,6.7,2.2,0.4,0.6,0.6,0.0,4.0,0.0,24.0,0.0,1.2,11.2,0.18,0.23,0.95,0.32,12.4,0.0,0.49,1.5,17.2,36.5,74.0,1.6,0.02,2.4,34.3,11.0,500.0,0.5,0.23,1.8,0.02,ALA,0.0,85.0,0.0
195,744.0,6.2,0.0,7.9,4.8,0.8,4.0,0.0,5.3,75.8,6.4,9.2,40.2,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.28,0.06,1.6,0.28,0.0,0.0,0.0,0.0,1.2,47.0,200.0,1.6,0.0,1.1,100.0,280.0,300.0,0.0,0.0,7.0,0.06,ALA,0.0,45.0,0.0
196,732.0,2.9,0.0,9.3,2.9,0.31,2.6,0.0,9.5,73.8,6.8,41.7,21.8,0.0,0.9,4.8,0.0,29.0,0.0,0.0,0.53,0.12,1.2,0.2,17.7,0.0,0.0,0.0,0.0,69.7,278.0,2.6,2.0,4.7,125.0,0.67,409.0,0.0,0.0,5.2,0.28,ALA,0.0,500.0,0.0
197,649.0,12.9,0.0,14.4,4.4,0.24,1.2,0.0,5.8,62.5,6.8,10.9,41.7,0.0,4.5,0.0,27.2,0.0,3.5,2.0,0.34,0.12,3.6,0.87,77.0,0.0,1.4,19.0,2.6,87.1,409.0,2.8,2.1,2.7,121.0,2.4,544.0,2.0,0.88,5.5,9.08,ALA,0.0,1500.0,0.0
198,649.0,12.9,0.0,14.4,4.4,0.24,1.2,0.0,5.8,62.5,6.8,10.9,41.7,0.0,4.5,0.0,27.2,0.0,3.5,2.0,0.34,0.12,3.6,0.87,77.0,0.0,1.4,19.0,2.6,87.1,409.0,2.8,2.1,2.7,121.0,2.4,544.0,2.0,0.88,5.5,9.08,ALA,0.0,1500.0,0.0
199,640.0,0.9,0.0,17.3,9.1,8.4,0.74,0.0,11.5,56.8,6.0,10.8,37.5,0.0,0.0,0.0,0.0,0.0,37.8,2.7,0.33,0.29,8.2,0.81,238.0,0.0,7.1,0.0,1.4,57.0,1158.0,6.8,0.0,5.3,129.0,613.0,491.0,2.1,1.8,62.2,0.02,ALA,0.0,80.0,0.0
200,652.0,2.2,0.0,17.3,12.2,9.3,2.9,0.0,11.5,56.8,6.0,10.8,37.5,0.0,0.0,0.0,0.0,0.0,37.8,2.7,0.33,0.29,8.2,0.81,238.0,0.0,7.1,0.0,1.4,57.0,1158.0,6.8,0.0,5.3,129.0,3.0,491.0,2.1,1.8,62.2,0.02,ALA,0.0,95.0,0.0
201,635.0,0.0,0.0,29.9,14.7,13.4,1.3,0.0,6.5,49.1,8.5,15.7,19.9,0.0,0.83,0.0,5.0,0.0,13.7,0.0,0.07,0.15,4.4,0.1,57.0,0.0,0.0,0.0,1.8,52.0,1174.0,8.1,0.0,7.6,550.0,18.0,788.0,0.0,0.0,9.4,0.05,ALA,0.0,65.0,0.0
202,603.0,5.9,0.0,17.7,11.6,3.4,8.1,0.0,10.6,51.6,6.1,34.5,7.6,0.0,25.0,0.0,150.0,0.0,5.2,13.2,0.69,0.2,4.8,1.7,58.0,0.0,0.52,0.0,7.0,136.0,390.0,7.2,0.0,1.4,122.0,290.0,1020.0,0.5,0.46,6.4,0.08,ALA,0.0,145.0,0.0
203,613.0,8.1,0.0,18.0,12.5,4.9,7.6,0.0,8.5,52.7,6.7,35.7,8.1,0.0,13.0,0.0,0.0,0.0,5.2,13.2,0.59,0.2,5.3,0.26,50.0,0.0,0.51,0.0,0.0,135.0,500.0,7.0,0.0,1.2,158.0,650.0,1050.0,1.3,1.3,8.0,0.08,ALA,0.0,120.0,0.0
204,33.1,92.5,0.0,0.4,6.1,0.0,2.4,0.0,0.4,0.29,0.038,0.011,0.085,0.0,0.5,0.0,3.0,0.0,0.15,0.1,0.041,0.009,0.2,0.043,0.0,0.0,0.091,1.0,24.8,11.0,9.0,0.13,1.0,0.06,8.0,21.2,102.0,0.02,0.037,1.0,0.0,N/A,0.0,0.0,0.0
205,43.6,89.0,0.0,0.69,9.4,0.0,9.4,0.0,0.7,0.2,0.024,0.037,0.04,0.0,2.6,0.0,15.5,0.0,0.25,0.1,0.072,0.016,0.27,0.05,18.6,0.0,0.23,1.0,39.0,10.8,15.0,0.15,1.0,0.11,10.9,1.0,143.0,0.03,0.08,1.0,0.0,N/A,0.0,0.0,0.0
206,132.0,76.6,0.0,6.5,9.3,0.0,9.3,0.0,0.0,7.6,4.2,2.4,0.21,25.0,53.7,48.0,34.0,0.1,0.17,1.5,0.067,0.37,2.0,0.059,6.0,0.41,0.64,6.3,2.1,242.0,189.0,0.094,6.7,0.78,27.0,98.0,322.0,0.0051,0.021,1.2,0.15,ALA/EPA,0.4,0.0,0.0
207,336.0,28.6,0.0,8.5,52.8,0.0,52.8,22.7,0.0,10.1,6.3,2.9,0.31,36.0,122.0,110.0,70.0,5.4,0.19,2.0,0.09,0.46,2.4,0.07,15.0,0.7,0.85,3.9,4.0,290.0,240.0,0.23,74.0,1.0,29.0,140.0,360.0,0.0,0.0,3.0,0.15,ALA/EPA,0.4,0.0,0.0
208,282.0,29.8,0.0,10.0,60.0,0.0,60.0,25.8,0.0,0.2,0.09,0.09,0.0,1.0,31.3,28.0,20.0,0.85,0.04,0.66,0.11,0.51,2.6,0.09,16.0,0.9,1.0,5.2,5.0,330.0,270.0,0.33,89.0,1.2,33.0,150.0,450.0,0.0,0.0,3.0,0.05,ALA/EPA,0.1,0.0,0.0
209,66.7,88.2,0.0,3.7,4.2,0.0,4.2,0.0,0.0,3.9,2.6,0.94,0.13,11.0,73.8,68.0,35.0,0.25,0.03,0.1,0.049,0.23,1.0,0.027,0.8,0.07,0.31,3.9,2.0,127.0,109.0,0.041,4.1,0.25,11.0,42.0,181.0,0.0055,0.011,0.7,0.05,ALA/EPA,0.1,0.0,0.0
210,96.7,83.7,0.0,5.3,4.7,0.0,4.7,0.0,0.0,6.3,3.5,1.6,0.25,11.0,51.0,50.0,5.0,0.18,0.11,0.1,0.048,0.51,1.5,0.08,5.0,0.51,0.35,2.5,4.3,183.0,115.0,0.07,5.0,0.43,11.0,30.0,182.0,0.0068,0.026,0.9,0.08,ALA/EPA,0.2,0.0,0.0
